sentence,sentiment
mọi người rũ lòng thương cho em xin tài liệu ôn tập môn triết với ạ em cảm ơn,neutral
mọi người cho em hỏi là em còn môn ngữ pháp tiếng hàn number nhưng mà kì sau thì hết chỗ / suất rồi bây giờ em xin mở thêm number chỗ / suất cho em được không ạ với cho em hỏi luôn là xin thêm như vậy có phải đóng tiền học luôn không ạ,neutral
ai có file ôn nguyên lý marketing cho em xin với ạ,neutral
giáo viên truyền đạt kiến thức tốt,positive
đề thực hành quá khó,negative
em muốn làm gia sư tiếng anh có ở đâu tuyển không ạ,neutral
tìm đồng boardgame hẹn cf chơi cùng,neutral
cơn mưa dù lớn nhưng ngọn lửa trường UEF không thể tắt,neutral
cô chỉ cho bài tập về nhà kêu làm và nộp không giải thích gì thêm,negative
có ai pas sách logic học không ạ,negative
thầy dạy dễ hiểu dễ tiếp thu,positive
slide / trình chiếu hay giáo viên nhiệt tình,positive
anh chị nào biết chỗ nào học trung tâm bằng bài thi IELTS nào tốt không chỉ em với ạ,positive
ai có pas áo thể dục trường Hutech không ạ,neutral
giảng viên nhiệt tình giảng bài dễ hiểu,positive
dạ cho em hỏi là cuốn luật công ty có ai pas lại không ạ và nếu muốn mua thì mua ở đâu ạ,neutral
giáo viên truyền đạt những vẫn đê sâu,positive
thầy còn bận nhiều nên chưa đảm bảo thời gian dạy,negative
giáo viên giảng bài hơi khó hiểu và không có tài liệu tham khảo trên modle,negative
do phòng học khá đông và máy chiếu không rõ nên việc giảng viên sử dụng các đoạn mã / lập trình trong ide để minh họa gây khó khăn cho các sinh viên ngồi xa và hoặc mắt kém,negative
thầy dạy rất kỹ và chi tiết rất quan tâm đến học sinh,positive
hòa đồng biết lắng nghe ý kiến của sinh viên,positive
mọi người ơi cho mình hỏi về vấn đề hạ bằng với ạ ngành mình number chỉ nhưng mà mình rớt number lần tiếng anh number thì mình hạ bằng từ khá xuống trung bình khá đúng không ạ,neutral
không,neutral
hiện nay trong phòng phòng lab số lượng kit học bị hư hỏng nhiều,negative
gái trường Hutech chiến thế thôi hẹ hẹ angel,neutral
giảng viên tận tâm nhiệt tình trong giải quyết mọi thắc mắc của sinh viên,positive
nên cho sinh viên làm nhiều bài tập từ đơn giản đến phức tạp để hiểu hết môn học,negative
mọi người ơi phần mềm Spark number rồi còn treo được không mọi người cô em dặn làm number tiếng mà mới number tiếng em lỡ bấm hoàn thành bài rồi ạ,neutral
giảng viên dạy rất hay,positive
thầy nhiệt tình tâm huyết đẹp trai,positive
giảng dạy nhiệt tình hài hước,positive
cần tìm nữ ở ghép em sinh viên năm nhất numberknumber ngành ngôn ngữ anh cần tìm bạn ở chung phòng đẹp có gác sạch sẽ thoáng có ban công toilet riêng kệ bếp điện number numberk kg nước numberk mnumber giờ giấc tự do không chung chủ cách trường huflit cơ sở ba gia numberm,neutral
giảng viên nên giảng nhiều hơn chứ không nên để sinh viên lên làm bài tập,negative
đề giữa kì lkdt có khó không ạ,negative
chỉ cần khoảng number gần tương ứng với nội dung thi là đủ,neutral
trường mình tầng number làm việc mấy giờ tới mấy giờ vậy ạ,neutral
cho mình hỏi là học phần tự chọn nếu rớt môn thì có phải học lại không ạ,neutral
dạ anh chị sinh viên ơi không biết học phí trường mình bao nhiêu vậy ạ bao nhiêu number tín chỉ vậy ạ và tổng số tín chỉ cho number năm trường mình là bao nhiêu ạ em muốn tham khảo thử ạ em xin cảm ơn,positive
thầy có đưa tư tưởng không tốt vào trong tiết học,negative
em rất cảm ơn cô ạ,positive
ét ô ét nay có bạn nào ở khu em dư nón bảo hiểm không vậy ạ cho mình mượn với chiều mình trả lại ạ,neutral
cho em hỏi ai có tài liệu ôn thi tin học văn phòng word excel tháng number không ạ cho em xin với ạ,neutral
thầy dạy rất nhiệt tình và dễ hiểu,positive
cho em hỏi nguyên lý kế toán kinh tế chính trị mác chủ nghĩa xã hội khoa học học ai được ạ,neutral
mà chủ yếu tập trung vào phần quản lý thao tác đã được học trong môn hệ quản trị cơ sỡ dữ liệu trong khi đó theo đề cương môn học chỉ dạy một buổi mà giảng viên dạy nhiều buổi,negative
thầy nói tiếng khá khó nghe và không sử dụng micro nên em không thể hiểu toàn bộ những điều thầy nói,negative
cần tăng cường lớp thực hành,negative
viết bài nhiều quá nên đưa bài dạy lên hệ thống modle,negative
em xim cám ơn,neutral
tăng độ khó lên quá nhanh,negative
nói những vấn đề không liên quan,negative
em pas áo td cỡ / kích cỡ l ạ,neutral
dạ em là numberknumber dự kiến đăng ký nvnumber vào ush cho em hỏi là khi nào thì trường sẽ tiếp nhận học bạ vậy ạ,neutral
mọi người ơi cho mình hỏi cái này đăng ký tham gia ở đâu ạ hay chỉ có những bạn được nhà trg gửi email mới đi được vậy ạ,neutral
nhiệt tình giải đáp thắc mắc,positive
dạ em là knumber em có được bạn cho sách nguyên lí kế toán nhưng mà giờ em mới biết là phải mua mới để có mã vô learning management system bạn nào có sách nguyên lí kế toán mà chưa sử dụng mã có thể pas lại cho em được không ạ mong Admin duyệt bài em sớm do sắp hết hạn thường kì rồi,neutral
có ai pas sách kn soạn thảo trên máy tính không,neutral
học kì numberb em có đăng ký number môn nhưng mà em chưa đóng tiền thì giờ em xin rút môn được không mọi người,neutral
mình cần tìm bạn học hộ ca number number vào thứ number này,neutral
cô rất quan tâm đến tình hình học tập của lớp,positive
sáng mình có để quên bình nước màu trắng ở bàn number phòng bnumber number có bạn nào nhặt được cho mình xin lại được không ạ,neutral
đã chốt là sẽ chuyển ngành vào năm sau thì học kì này em cúp thi vào môn có sao không ạ mấy môn đó không lq đến ngành chuyển,neutral
anh chị ơi cho em hỏi trường mình có lịch học tối không ạ và học thường xuyên không ạ,neutral
đồng phục trường Hutech này xinh quá,neutral
đề cương môn học chưa rõ ràng,negative
thầy giảng hay mặc dù thỉnh thoảng có ngoài lề nhưng làm cho chúng em rất hứng thú và không buồn ngủ,positive
giảng viên tận tâm nhiệt tình với sinh viên,positive
dạy miên man ép buộc sinh viên,negative
cho mình hỏi kinh tế học đại cương là môn bắt buộc mua sách đúng không với nếu mua thì ở thư quán phải không ạ,neutral
giảng bài nghe rất dễ hiểu vui tính,positive
em có chứng chỉ hiến máu mà ở ngoài trường thì nộp sao để có điểm rèn luyện ạ,neutral
giảng viên nên sử dụng trang modle để gửi bài tập hay thông báo khẩn học bù ngoài dự kiến gửi bảng điểm vdotv,negative
thầy trình bày ví dụ và câu chuyện thực tế,positive
bão nay to quá em xin phép thầy cô mai cho em được nghỉ học ạ,neutral
cho em hỏi trường UEH mới có tổ hợp toán văn anh ktpl thì xét hết các ngành hay chỉ number vài ngành cố định vậy â nếu number vài ngành thì đó là những ngành nào do em có tìm hiểu nhưng mà không thấy ghi rõ trong tuyển sinh,neutral
có ai có sách pas nltk không ạ,neutral
giảng phần bài tập hơi nhanh,negative
giảng kỹ hơn,negative
nhiệt tình dễ hiểu,positive
cho em hỏi học phần mình đã ghi danh xem chỗ nào ạ và tại sao bây giờ em bấm ghi danh thì hiện là chưa tới thời gian ghi danh là sao ạ,neutral
buổi trưa ở trường UEH anh có chỗ nằm nghỉ không ạ hay có thể yêu cầu trường bố trí chỗ nghỉ không nằm trên ghế toàn bị nhắc nhở,positive
sắp khùng với ngành ngôn ngữ anh,neutral
thầy dạy tận tâm hết mình,positive
thưa những tài liệu thầy đưa ra đủ để em có thể tự hoàn thành đồ án riêng mình,negative
nếu như một người không xem bài kỹ trước ở nhà,neutral
mọi người ơi number number number number có được nghỉ number ngày không vậy mọi người,positive
giảng dạy nhiệt tình,positive
cách truyền đạt kiến thức của thầy,positive
ví dụ học phần do thầy cố vấn đăng kí để học chung với lớp thì mình muốn học vượt thì tự đăng kí riêng để học vượt có được không ạ,positive
mọi người ơi có ai có bài viết kêu gọi đăng kí tình nguyện hiến máu ngày number number number number của khoa nào đó không ạ mình muốn đăng kí nhưng bị lạc mất bài viết đó rồi mình cảm ơn ạ,neutral
pas sách tiếng Anh number tacb giáo dục quốc phòng kinh tế vĩ mô tài liệu qtbh tài liệu ntld tài liệu luật kinh doanh tài liệu qth marketing Chuẩn bị,neutral
nội dung bài giảng trên lớp rất liên quan đến nội dung thi,positive
thời gian học không bảo đảm không có dụng cụ học tập đầy đủ học cưỡi ngựa xem hoa chưa thể hiện được tinh thần võ đạo,negative
cô tận tình hướng dẫn chỉ bảo,positive
thầy dạy tốt và rất nhiệt tình,positive
cái này không tham gia không có điểm ạ tại mình nghe number chị bảo bình thường không tham gia vẫn có điểm mọi người giải đáp giúp mình với mình cảm ơn,neutral
mình cần pas tai nghe bnumber lesiri do mua mà không sử dụng ạ numberk,neutral
pas ạ có tặng kèm tài liệu pháp luật đại cương ạ,neutral
dạy tốt dễ hiểu,positive
thân thiện tận tình hướng dẫn,positive
chuyện là kỳ này không có môn mình cần học để đăng ký thì sao anh em,neutral
đã vậy còn không tôn trọng sinh viên bằng việc cắt ngang buổi seminar của sinh viên với lý do em nói nhiều quá thôi lướt qua phần này đi,negative
hồi năm nhất em lo làm quá bỏ bê việc học em hối hận rồi và bây giờ tập trung học lại cho em hỏi bây giờ mới tới đọc viết number thì còn kịp không ạ em cảm ơn,neutral
